Protest Name,Country Name,Date,Locality Name,School Name,Description of Protest,Primary Source,Additional Sources,LAT,LONG,Geographic Context (F1),Protest Location (F2),Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),unique-key
Botswana-January-2017,Botswana,10-Jan-17,Gaborone,Botho University,Students protest expensive textbooks and textbook allowance stipulations.,https://thevoicebw.com/students-protest-expensive-books/,,-24.68474,25.8778667,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,,Botswana-2
Botswana-January-2012,Botswana,20-Jan-12,Gaborone,University of Botswana,"This blog post sites a first-hand reflection on a protest at the University of Botswana. Student cites a demonstration in a school building and multiple issues the students were organizing in reaction too including: inter-varsity games being cancelled, student's allowances being reduced, and the cancellation of supplementary exams.",https://botswanaspring2012.wordpress.com/2012/01/20/student-protests/,,-24.66059,25.9309101,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,Botswana-23
Botswana-February-2017,Botswana,24-Feb-17,Gaborone,University of Botswana; Botho University,Students protests halt the launch of a pool league.,http://www.mmegi.bw/index.php?aid=66910&dir=2017/february/24,,-24.68474,25.8778667,Capital City,College or University,Protest or demonstration,Students,,,"Non-lethal violence (e.g., tear gas, rubber bullets)",Botswana-20
Botswana-February-2017,Botswana,9-Feb-17,Gaborone,University of Botswana,Students protest late payment of allowances.,http://www.mmegi.bw/index.php?aid=66712&dir=2017/february/16,http://www.sundaystandard.info/ub-management-alleged-have-ignored-advice-own-security-staff,-24.66059,25.9309101,Capital City,College or University,Protest or demonstration,Students,School fees,School authority,school closure,Botswana-1
Botswana-February-2013,Botswana,26-Feb-13,Gaborone,Limkokwing University,Students protest book allowances.,http://www.botswanaguardian.co.bw/news/item/144-police-use-teargas-on-striking-limkokwing-students.html,,-24.62408,25.8923292,Capital City,College or University,Strike OR Boycott,Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",Botswana-8
Botswana-May-2011,Botswana,23-May-11,Molepolole,Kgari Sechele Secondary School,Students went on rampage in protest of the public sector strike that disrupted their studies. ,http://www.mmegi.bw/index.php?sid=1&aid=879&dir=2011%2FDecember%2FFriday23&fb_comment_id=10150648504296110_24223324#f3d29d126bb5c4,https://mg.co.za/article/2011-05-20-tension-mounts-over-escalating-botswana-protests,-24.409551,25.4929486,Capital City,Secondary School,Riot,Students,Other,,"Non-lethal violence (e.g., tear gas, rubber bullets)",Botswana-9
Burkina Faso-January-2010,Burkina Faso,22-Jan-10,Bobo-Dioulasso,Polytechnic University of Bobo - Dioulasso,"Students demand increased quality of education, reduced fees, cheaper transportation fares, and more student transportation buses.",http://lefaso.net/spip.php?article36433,,11.2098803,-4.419495,Major Urban Area,College or University,"Protest or demonstration,March",Students,Other,School authority,,Burkina Faso-11
Burkina Faso-October-2015,Burkina Faso,16-Oct-15,Bobo-Dioulasso,Polytechnic University of Bobo - Dioulasso,Students protest the removal of bus stops and 'university cities',http://news.aouaga.com/h/77650.html,,11.2098803,-4.419495,Major Urban Area,College or University,"Protest or demonstration, Road block or occupation",Students,Other,School authority,,Burkina Faso-8
Burkina Faso-January-2012,Burkina Faso,23-Jan-12,Bobo-Dioulasso,Polytechnic University of Bobo - Dioulasso,Students protest silence of the university authorities against their Minimum Platform for Action (PMA). ,http://lefaso.net/spip.php?article46045,,11.2098803,-4.419495,Major Urban Area,College or University,Protest or demonstration,Students,Other,School authority,,Burkina Faso-10
Burkina Faso-May-2014,Burkina Faso,5-May-14,Bobo-Dioulasso,Polytechnic University of Bobo - Dioulasso,"Students protest overcrowded, dilapidated student transportation coaches",http://netafrique.net/universite-polytechnique-de-bobo-dioulasso-les-etudiants-protestent-contre-la-vetuste-des-cars/,,11.2098803,-4.419495,Major Urban Area,College or University,Protest or demonstration,Students,Other,School authority,,Burkina Faso-9
Burkina Faso-April-2016,Burkina Faso,27-Apr-16,Bobo-Dioulasso,Polytechnic University of Bobo - Dioulasso,"Students from The National Association of Burkina organized a march to demand the immediate lifting of the suspension of social works, and for solutions to other problems faced by students.",http://faso24.com/news/enseignement-superieur-a-bobo-dioulasso-des-etudiants-ont-battu-le-pave/,,11.2098803,-4.419495,Major Urban Area,College or University,March,Students,Other,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Death occurred,Injury occurred,Arrest or detention",Burkina Faso-12
Burkina Faso-March-2011,Burkina Faso,14-Mar-11,Koudougou,University of Koudougou,Students protest the killing of university student Justin Zongo in police custody. Leading to great unrest and an army mutiny. Organized by the National Association of Students.,http://www.washingtonpost.com/wp-dyn/content/article/2011/03/14/AR2011031402117.html?noredirect=on,https://www.bbc.com/news/world-africa-14645746,12.2381389,-2.3994988,Town,College or University,Protest or demonstration,"Students,Community Members",Solidarity protest,,school closure,Burkina Faso-2
Burkina Faso-April-2002,Burkina Faso,23-Apr-02,,Ouagadougou,"Labour unions, including teachers unions went on strike to demand a 25% wage increase.",http://www.panapress.com/Burkina-Faso-s-unions-launch-a-48-hour-strike--13-460104-18-lang1-index.html,,12.238333,-1.561593,Nationwide,,Strike OR Boycott,Teachers or Academic Staff,"School staff working conditions (salaries, security)",Federal government,,Burkina Faso-6
Burkina Faso-January-2015,Burkina Faso,23-Jan-15,,Ouagadougou,A coalition of six student organizations called for protests to demand better living conditions and higher education investments. ,http://www.universityworldnews.com/article.php?story=20150120141633101,,12.238333,-1.561593,Nationwide,,Protest or demonstration,Students,"School quality (food, water, electricity),School fees,Other",Regional government,,Burkina Faso-3
Burkina Faso-January-2018,Burkina Faso,9-Jan-18,,Ouagadougou,Teachers union strikes after failing to reach a resolution with the government.,https://www.garda.com/crisis24/news-alerts/84051/burkina-faso-teachers-to-strike-january-9-11,https://www.garda.com/crisis24/news-alerts/88311/burkina-faso-classes-resume-jan-29-following-end-of-teachers-strike-update-1,12.238333,-1.561593,Nationwide,,"Protest or demonstration,Strike OR Boycott","Students,Teachers or Academic Staff","School quality (food, water, electricity),Government policy",Federal government,,Burkina Faso-5
Burkina Faso-November-2017,Burkina Faso,21-Nov-17,,Ouagadougou,The National Association of Burkinabè Students (ANEB) announced a 48-hour strike to protest against the punishment of a student for assault.,https://burkina24.com/2017/11/21/sanction-de-letudiant-bahan-yelino-laneb-annonce-48-heures-de-greve/,,12.238333,-1.561593,Nationwide,,Strike OR Boycott,Students,Solidarity protest,Federal government,,Burkina Faso-14
Burkina Faso-March-2017,Burkina Faso,17-Mar-17,Ouagadougou,University of Ouagadougou,Students demand the suspension of the LMD system and an increase in internship allowances.,https://burkina24.com/2015/03/17/universite-de-ouagadougou-les-etudiants-en-medecine-battent-le-macadam/,,12.3787928,-1.4996863,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",Burkina Faso-15
Burkina Faso-November-2017,Burkina Faso,28-Nov-17,Ouagadougou,University of Ouagadougou,Students protest French President Emmanuel Macron's visit to the university,http://apanews.net/en/pays/burkina-faso/news/police-students-clash-as-macron-speaks-at-ouaga-university,,12.3787928,-1.4996863,Capital City,College or University,Protest or demonstration,Students,Other,International political or economic entity,,Burkina Faso-1
Burkina Faso-March-2011,Burkina Faso,25-Mar-11,Ouagadougou,Ouagadougou,Students and teachers protest worsening conditions in the country.,https://pulitzercenter.org/reporting/burkina-faso-small-west-african-country-struggles-bring-peace-mali,,12.3714277,-1.5196603,Capital City,,March,"Students,Teachers or Academic Staff,Community Members",,Federal government,,Burkina Faso-13
Burkina Faso-November-2011,Burkina Faso,15-Nov-11,Ouagadougou,University of Ouagadougou,Students in the Arts and Communications department of the University of Ouagadougou went on strike to demand improved school facilities.,http://www.universityworldnews.com/article.php?story=20120216191010663,,12.3787928,-1.4996863,Capital City,College or University,Protest or demonstration,Students,"School quality (food, water, electricity),School fees",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred",Burkina Faso-4
Burkina Faso-October-2016,Burkina Faso,25-Oct-16,Ouagadougou,University of Ouagadougou,"Students protest the University Administrator' Serge Bayala's refusal to step down after a new administrator, Yacouba Ouedraogo was appointed",https://www.ijet.com/content/burkina-faso-student-protests-ouagadougou,https://www.worldcrunch.com/world-affairs/burkina-faso-sweet-revenge-for-039sankara039s-children039,12.3787928,-1.4996863,Capital City,College or University,Protest or demonstration,Students,Other,Federal government,,Burkina Faso-7
Burkina Faso-November-2015,Burkina Faso,4-Nov-15,Ouagadougou,University of Ouagadougou,Students demand better working conditions and the resignation of the director general of the CENOU. ,http://www.rtb.bf/2015/11/marche-de-protestation-des-etudiants-ils-exigent-la-demission-du-dg-du-cenou/,,12.3787928,-1.4996863,Capital City,College or University,Protest or demonstration,Students,"School quality (food, water, electricity)",School authority,,Burkina Faso-16
Burkina Faso-June-2014,Burkina Faso,11-Jun-14,Ouagadougou,University of Ouagadougou,"Students call for a transition to civilian rule. An excerpt from this source reads: ""Student leader Serge Bayala warned students would take to the streets again if they didn't see quick changes.“If the transitional government forgets the aspirations of the young people who went out on to the streets, and if the transitional government doesn’t deliver, all the youth will be back on the streets,” Bayala said. Compaore was forced to go after angry protests at his attempts to change the constitution to stay in power. The military then took over.""",https://www.euronews.com/2014/11/06/burkina-faso-students-threaten-more-protests-if-military-refuse-to-hand-over-,,12.3787928,-1.4996863,Capital City,College or University,Protest or demonstration,Students,Elections,Federal government,,Burkina Faso-18
Burundi-July-2018,Burundi,4-Jul-18,Nationwide,Bujumbura,Campaigners unite in response to Burundi's new policy which ban's pregnant girls and expectant teen fathers from attending school in the country.,https://blogs.thomsonreuters.com/sustainability/2018/07/04/burundi-school-ban-on-expectant-teens-skewed-against-girls-education/,,-3.373056,29.918886,Nationwide,,Protest or demonstration,Community Members,"Government policy,Violence against women",Federal government,"Non-lethal violence (e.g., tear gas, rubber bullets),Death occurred,Injury occurred",Burundi-11
