Protest Name,Country Name,Date,Locality Name,Geographic Context (F1),School Name,Protest Location (F2),Description of Protest,Primary Source,Additional Sources,Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),LAT,LONG
Burkina Faso-January-2012,Burkina Faso,"January 23, 2012",Bobo-Dioulasso,Major Urban Area,Polytechnic University of Bobo - Dioulasso,College or University,Students protest silence of the university authorities against their Minimum Platform for Action (PMA,http://lefaso.net/spip.php?article46045,,Protest,Students,Other,School authority,,11.2098803,-4.419495
Burkina Faso-May-2014,Burkina Faso,"May 5, 2014",Bobo-Dioulasso,Major Urban Area,Polytechnic University of Bobo - Dioulasso,College or University,"Students protest overcrowded, dilapidated student transportation coaches",http://netafrique.net/universite-polytechnique-de-bobo-dioulasso-les-etudiants-protestent-contre-la-vetuste-des-cars/,,Protest,Students,Other,School authority,,11.2098803,-4.419495
Burkina Faso-April-2016,Burkina Faso,"April 27, 2016",Bobo-Dioulasso,Major Urban Area,Polytechnic University of Bobo - Dioulasso,College or University,"The National Association of Burkina-be students organized a march to demand the immediate lifting of the suspension of social works, and for solutions to other problems faced by students",http://faso24.com/news/enseignement-superieur-a-bobo-dioulasso-des-etudiants-ont-battu-le-pave/,,March,Students,Other,School authority,"Non-lethal violence,Death occurred,Injury occurred,Arrest / detention",11.2098803,-4.419495
Burkina Faso-March-2011,Burkina Faso,"March 14, 2011",Koudougou,Town,University of Koudougou,College or University,Students protest the killing of university student Justin Zongo in police custody. Leading to great unrest and an army mutiny. Organized by the National Association of Students,http://www.washingtonpost.com/wp-dyn/content/article/2011/03/14/AR2011031402117.html?noredirect=on,https://www.bbc.com/news/world-africa-14645746,Protest,"Students,Community members",Solidarity protest,,School closure,12.2381389,-2.3994988
Burkina Faso-April-2002,Burkina Faso,"April 23, 2002",,Nationwide,Ouagadugu,,"Labour unions, including teacher's unions went on strike to demand a 25% wage increase",http://www.panapress.com/Burkina-Faso-s-unions-launch-a-48-hour-strike--13-460104-18-lang1-index.html,,Strike / boycott,Teachers / staff,Staff working conditions,Federal government,,12.238333,-1.561593
Burkina Faso-January-2015,Burkina Faso,"January 23, 2015",,Nationwide,Ouagadugu,,"A coalition of six student organizations called for protests to demand better living conditions, and higher education investments",http://www.universityworldnews.com/article.php?story=20150120141633101,,Protest,Students,"School quality,School fees,Other",Regional government,,12.238333,-1.561593
Burkina Faso-January-2018,Burkina Faso,"January 9, 2018",,Nationwide,Ouagadugu,,Teacher's union strikes after failing to reach a resolution with the government,https://www.garda.com/crisis24/news-alerts/84051/burkina-faso-teachers-to-strike-january-9-11,https://www.garda.com/crisis24/news-alerts/88311/burkina-faso-classes-resume-jan-29-following-end-of-teachers-strike-update-1,"Protest,Strike / boycott","Students,Teachers / staff","School quality,Government policy",Federal government,,12.238333,-1.561593
Burkina Faso-November-2017,Burkina Faso,"November 21, 2017",,Nationwide,Ouagadugu,,The National Association of Burkinabè Students (ANEB) announced a 48-hour strike to protest against the punishment of a student for assault.,https://burkina24.com/2017/11/21/sanction-de-letudiant-bahan-yelino-laneb-annonce-48-heures-de-greve/,,Strike / boycott,Students,Solidarity protest,Federal government,,12.238333,-1.561593
Burkina Faso-March-2017,Burkina Faso,"March 17, 2017",Ouagadougou,Capital City,University of Ouagadougou,College or University,"Students demand the suspension of the LMD system, and an increase in internship allowances",https://burkina24.com/2015/03/17/universite-de-ouagadougou-les-etudiants-en-medecine-battent-le-macadam/,,Protest,Students,Accreditation / school policies,School authority,Non-lethal violence,12.3787928,-1.4996863
Burkina Faso-November-2017,Burkina Faso,"November 28, 2017",Ouagadougou,Capital City,University of Ouagadougou,College or University,Students protest French President Emmanuel Macron's visit to the university,http://apanews.net/en/pays/burkina-faso/news/police-students-clash-as-macron-speaks-at-ouaga-university,,Protest,Students,Other,International organization,,12.3787928,-1.4996863
Burkina Faso-March-2011,Burkina Faso,"March 25, 2011",Ouagadougou,Capital City,Ouagadugu,,Students and Teachers protest worsening conditions in the country,https://pulitzercenter.org/reporting/burkina-faso-small-west-african-country-struggles-bring-peace-mali,,March,"Students,Teachers / staff,Community members",,Federal government,,12.3714277,-1.5196603
Burkina Faso-November-2011,Burkina Faso,"November 15, 2011",Ouagadougou,Capital City,University of Ouagadougou,College or University,Students in the arts and communications department of the University of Ouagadougou went on strike to demand improved school facilities,http://www.universityworldnews.com/article.php?story=20120216191010663,,Protest,Students,"School quality,School fees",School authority,"Non-lethal violence,Injury occurred",12.3787928,-1.4996863
Burkina Faso-October-2016,Burkina Faso,"October 25, 2016",Ouagadougou,Capital City,University of Ouagadougou,College or University,"Students protest the University Admnistrator' Serge Bayala's refusal to step down after a new administrator, Yacouba Ouedraogo was appointed",https://www.ijet.com/content/burkina-faso-student-protests-ouagadougou,https://www.worldcrunch.com/world-affairs/burkina-faso-sweet-revenge-for-039sankara039s-children039,Protest,Students,Other,Federal government,,12.3787928,-1.4996863
Burkina Faso-November-2015,Burkina Faso,"November 4, 2015",Ouagadougou,Capital City,University of Ouagadougou,College or University,Students demand better working conditions and the resignation of the director general of the CENOU,http://www.rtb.bf/2015/11/marche-de-protestation-des-etudiants-ils-exigent-la-demission-du-dg-du-cenou/,,Protest,Students,School quality,School authority,,12.3787928,-1.4996863
Burkina Faso-June-2014,Burkina Faso,"June 11, 2014",Ouagadougou,Capital City,University of Ouagadougou,College or University,"Students call for a transition to civilian rule. ""Student leader Serge Bayala warned students would take to the streets again if they didn’t see quick changes.

“If the transitional government forgets the aspirations of the young people who went out on to the streets, and if the transitional government doesn’t deliver, all the youth will be back on the streets,” Bayala said.

Compaore was forced to go after angry protests at his attempts to change the constitution to stay in power. The military then took over.""",https://www.euronews.com/2014/11/06/burkina-faso-students-threaten-more-protests-if-military-refuse-to-hand-over-,,Protest,Students,Elections,Federal government,,12.3787928,-1.4996863
Burundi-July-2018,Burundi,"July 4, 2018",Nationwide,Nationwide,Bujumbura,,Campaigners unite in response to Burundi's new policy which ban's pregnant girls and expectant teen fathers from attending school in the country.,https://blogs.thomsonreuters.com/sustainability/2018/07/04/burundi-school-ban-on-expectant-teens-skewed-against-girls-education/,,Protest,Community members,"Government policy,Violence against women",Federal government,"Non-lethal violence,Death occurred,Injury occurred",-3.373056,29.918886
Burundi-April-2015,Burundi,"April 26, 2015",Nationwide,Nationwide,Bujumbura,Public Space,"Protests, which involved teachers and students, erupted after the Presidents announced a 3rd term reelection bid. Protesters threw stones at police officers, who retaliated with gunshots",https://www.bbc.com/news/world-africa-32580011,,Protest,"Students,Teachers / staff,Non-academic staff,Parents / Guardians,Community members",Elections,Federal government,"Arrest / detention,School closure",-3.373056,29.918886
Burundi-April-2017,Burundi,"April 4, 2017",Nationwide,Nationwide,Bujumbura,Public Space,"Nationwide, students go on strike to protest the abolishment of scholarships",https://www.ibtimes.co.uk/burundi-students-strike-despite-fears-reprisals-authorities-1613923,http://www.universityworldnews.com/article.php?story=20170503145255803,Strike / boycott,Students,School fees,Federal government,,-3.373056,29.918886
Burundi-June-2010,Burundi,"June 29, 2010",Bujumbura,Capital City,Bujumbura,Public Space,"During presidential ""election"" five voters stand in protest in a primary school polling place in order to cast their votes.",https://www.thenational.ae/world/africa/burundi-election-turns-into-a-referendum-1.528008,,Protest,Community members,Elections,Federal government,,-3.361378,29.3598782
Burundi-December-2004,Burundi,"December 21, 2004",Bujumbura,Capital City,Ecole Normale Superieure,College or University,Students protest the police shooting of a fellow student,https://www.news24.com/Africa/News/Varsity-cancels-academic-year-20040118,,Strike / boycott,Students,Solidarity protest,School authority,,-3.3595946,29.3843991
Burundi-August-2016,Burundi,"August 17, 2016",Bujumbura,Capital City,University of Burundi,College or University,"Students from three school departments go on strike in protest of the suspension of students, after being given an ultimatum to end a previous strike",http://www.iwacu-burundi.org/englishnews/burundi-university-students-on-strike/,,Strike / boycott,Students,Solidarity protest,School authority,,-3.3789055,29.3838283
Burundi-June-2015,Burundi,"June 25, 2015",Bujumbura,Capital City,United Stated Embassy Bujumbura,Government Property,200 students scaled the walls of the US embassy after police threatened to break up their camp outside during their protest against the president.,https://www.aljazeera.com/news/2015/06/burundi-student-protesters-us-embassy-150625191421021.html,,Protest,Students,Government policy,Federal government,,-3.361378,29.3598782
Burundi-May-2015,Burundi,"May 1, 2015",Bujumbura,Capital City,United Stated Embassy Bujumbura,Government Property,Hundreds of students sought refuge outside the US embassy after escalating tensions regarding the presidential term vote.,https://www.theguardian.com/world/2015/may/01/burundi-students-us-embassy-governments-protests,,Protest,Students,Solidarity protest,Federal government,,-3.361378,29.3598782
Burundi-April-2014,Burundi,"April 11, 2014",Bujumbura,Capital City,"University of Burundi,Ecole Normale Superieure",College or University,Students strike over reforms in the national grant system,http://www.universityworldnews.com/article.php?story=20140410131025387,,Strike / boycott,Students,School fees,Federal government,"Non-lethal violence,Injury occurred",-3.3595946,29.3843991
